CP015498.1	CP015498.1_RagTag	98.954	50648	442	25	921972	972602	769555	820131	0.0	90512
CP015498.1	CP015498.1_RagTag	99.185	42353	280	20	1181713	1224044	1015855	1058163	0.0	76240
CP015498.1	CP015498.1_RagTag	99.079	28338	228	14	1538923	1567241	1341982	1370305	0.0	50854
CP015498.1	CP015498.1_RagTag	99.331	26606	157	8	304264	330861	241703	268295	0.0	48126
CP015498.1	CP015498.1_RagTag	99.386	22481	134	3	332037	354515	268494	290972	0.0	40747
CP015498.1	CP015498.1_RagTag	97.982	23142	424	14	217943	241070	168466	191578	0.0	40108
CP015498.1	CP015498.1_RagTag	96.622	23034	647	91	823766	846719	665896	688878	0.0	38104
CP015498.1	CP015498.1_RagTag	99.188	19097	144	3	1482064	1501150	1282454	1301549	0.0	34396
CP015498.1	CP015498.1_RagTag	99.065	18826	136	8	1694021	1712822	1471183	1489992	0.0	33754
CP015498.1	CP015498.1_RagTag	99.233	18131	126	9	1955283	1973410	1694893	1713013	0.0	32699
CP015498.1	CP015498.1_RagTag	99.262	16802	109	3	1422785	1439580	1234666	1251458	0.0	30326
CP015498.1	CP015498.1_RagTag	99.153	15940	98	13	170088	186021	124928	140836	0.0	28653
CP015498.1	CP015498.1_RagTag	98.339	15893	213	20	1074173	1090039	932582	948449	0.0	27839
CP015498.1	CP015498.1_RagTag	99.175	15386	125	1	1329512	1344897	1146945	1162328	0.0	27708
CP015498.1	CP015498.1_RagTag	99.043	15154	135	7	1663308	1678458	1439532	1454678	0.0	27172
CP015498.1	CP015498.1_RagTag	99.058	15070	111	15	1504406	1519456	1303502	1318559	0.0	27013
CP015498.1	CP015498.1_RagTag	99.074	14682	117	6	1783877	1798543	1554727	1569404	0.0	26341
CP015498.1	CP015498.1_RagTag	98.540	14796	177	9	2106810	2121574	1820314	1835101	0.0	26090
CP015498.1	CP015498.1_RagTag	99.479	14015	66	2	870903	884916	715877	729885	0.0	25470
CP015498.1	CP015498.1_RagTag	98.576	14401	199	6	547989	562387	464312	478708	0.0	25453
CP015498.1	CP015498.1_RagTag	99.330	14022	93	1	1354768	1368788	1170753	1184774	0.0	25372
CP015498.1	CP015498.1_RagTag	98.501	14342	159	16	898235	912551	742630	756940	0.0	25242
CP015498.1	CP015498.1_RagTag	99.488	13878	65	3	1368781	1382653	1185236	1199112	0.0	25230
CP015498.1	CP015498.1_RagTag	99.365	13866	81	5	382355	396215	304616	318479	0.0	25111
CP015498.1	CP015498.1_RagTag	99.229	13874	102	4	1455884	1469756	1258689	1272558	0.0	25023
